,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
AP1_0000,65,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AP1_0001,80,0,0,33,0,0,57,0,0,0,0,0,0,0,0
AP1_0002,32,0,0,26,80,0,0,0,0,0,41,0,0,0,0
AP1_0003,80,0,0,34,80,0,0,0,0,0,0,0,0,0,0
AP1_0004,80,0,0,33,0,0,0,0,0,0,0,0,0,0,0
AP1_0005,80,0,0,33,80,0,80,0,0,0,0,0,0,0,0
AP1_0006,34,0,0,2,55,0,0,0,0,0,0,0,0,0,0
AP1_0007,79,0,0,2,80,0,0,0,0,0,0,0,0,0,0
AP1_0008,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0009,79,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AP1_0010,51,0,0,3,55,0,0,0,0,0,0,0,0,0,0
AP1_0011,67,0,0,34,80,0,0,0,0,0,0,0,0,0,0
AP1_0012,0,0,0,5,80,0,0,0,0,0,0,0,0,0,0
AP1_0013,78,0,0,12,80,0,0,0,0,0,0,0,0,0,0
AP1_0014,66,0,0,8,0,0,0,0,0,0,0,0,0,0,0
AP1_0015,17,0,0,34,80,0,0,0,0,0,49,0,0,0,0
AP1_0016,23,0,0,24,0,0,7,0,0,0,0,0,0,0,0
AP1_0017,79,0,0,26,80,0,0,0,0,0,0,0,0,0,0
AP1_0018,68,0,0,32,80,0,7,0,0,0,0,0,0,0,0
AP1_0019,80,0,0,34,80,0,0,0,0,0,0,0,0,0,0
AP1_0020,67,0,0,27,80,20,0,0,0,0,0,0,0,0,0
AP1_0021,80,0,0,35,80,0,80,0,0,0,0,0,0,0,0
AP1_0022,80,0,0,27,0,0,7,0,0,0,0,0,0,0,0
AP1_0023,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0024,43,0,0,28,25,0,0,0,0,0,0,0,0,0,0
AP1_0025,56,0,0,34,80,0,0,0,0,0,0,0,0,0,0
AP1_0026,47,0,0,2,80,0,0,0,0,0,0,0,0,0,0
AP1_0027,62,0,0,11,80,0,0,0,0,0,41,0,0,0,0
AP1_0028,80,0,0,4,80,0,0,0,0,0,0,0,0,0,0
AP1_0029,68,0,0,35,68,0,0,0,0,0,0,0,0,0,0
AP1_0030,63,0,0,33,12,0,0,0,0,0,0,0,0,0,0
AP1_0031,77,0,0,25,80,0,0,0,0,0,8,0,0,0,0
AP1_0032,80,0,0,27,80,40,23,0,0,0,0,0,0,0,0
AP1_0033,59,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0034,80,0,0,24,80,0,23,0,0,0,0,0,0,0,0
AP1_0035,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AP1_0036,79,0,0,34,80,0,0,0,0,0,0,0,0,0,0
AP1_0037,79,0,0,34,37,0,0,0,0,0,0,0,0,0,0
AP1_0038,66,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AP1_0039,79,0,0,34,80,0,23,0,0,1,0,0,0,0,0
AP1_0040,75,0,0,0,55,0,0,0,0,0,0,0,0,0,0
AP1_0041,79,0,44,6,80,0,0,0,0,0,0,0,0,0,0
AP1_0042,52,0,0,2,55,0,0,0,0,0,0,0,0,0,0
AP1_0043,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0044,67,0,0,32,80,0,0,0,0,0,0,0,0,0,0
AP1_0045,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0046,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0047,57,0,0,2,0,20,0,0,0,0,0,0,0,0,0
AP1_0048,41,0,0,27,43,0,80,0,0,0,0,0,0,0,0
AP1_0049,2,0,0,1,55,0,0,0,0,0,0,0,0,0,0
EP1_0000,1,69,58,32,80,0,7,0,0,33,0,0,0,0,0
EP1_0001,0,57,36,31,0,0,7,0,0,0,0,0,0,0,0
EP1_0002,2,80,80,35,43,0,7,0,0,61,0,0,0,0,0
EP1_0003,0,80,80,0,80,0,7,0,0,1,0,0,0,0,0
EP1_0004,0,80,80,23,0,0,7,0,0,19,0,0,0,0,0
EP1_0005,44,57,58,28,80,76,80,0,0,0,0,0,0,0,0
EP1_0006,2,57,44,48,55,0,7,0,0,12,0,0,0,0,0
EP1_0007,44,80,80,34,80,0,7,0,0,12,80,0,80,0,40
EP1_0008,0,57,58,34,80,76,7,0,0,37,0,0,0,0,0
EP1_0009,0,80,80,12,0,76,7,0,0,0,0,0,0,0,0
EP1_0010,46,73,80,34,80,0,7,0,0,1,0,0,0,0,0
EP1_0011,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0
EP1_0012,78,52,58,34,80,0,80,0,0,1,0,0,0,0,0
EP1_0013,0,50,72,45,80,0,63,0,0,0,80,0,0,0,43
EP1_0014,43,80,80,12,80,0,80,0,0,0,39,0,80,0,61
EP1_0015,0,80,80,2,80,0,7,0,0,0,0,0,0,0,0
EP1_0016,0,80,80,17,80,0,7,0,0,32,49,0,0,0,0
EP1_0017,0,80,80,34,80,0,7,0,0,32,80,0,0,0,0
EP1_0018,40,80,72,19,80,0,7,0,0,1,0,0,0,0,0
EP1_0019,0,56,50,15,0,0,7,0,0,0,0,0,0,0,0
EP1_0020,0,0,0,10,80,0,7,0,0,0,0,0,0,0,0
EP1_0021,0,43,80,17,0,0,0,0,0,0,0,0,0,0,0
EP1_0022,0,80,80,33,80,0,7,0,0,1,0,0,0,33,0
EP1_0023,0,33,33,31,0,0,7,0,0,0,0,0,0,0,26
EP1_0024,2,80,80,70,55,0,7,0,0,61,0,0,0,0,0
EP1_0025,5,80,80,58,80,0,7,0,0,1,0,0,0,0,0
EP1_0026,80,7,22,35,80,0,80,0,0,1,0,0,0,0,0
EP1_0027,0,69,72,34,80,25,7,0,0,0,0,0,0,0,0
EP1_0028,26,73,80,30,0,0,7,0,0,0,80,0,25,0,40
EP1_0029,1,80,80,29,0,76,7,0,0,0,0,0,0,0,0
EP1_0030,2,73,63,20,55,0,7,0,0,0,0,0,0,0,0
EP1_0031,43,80,80,12,80,0,80,0,0,0,80,0,69,0,61
EP1_0032,43,71,41,34,0,0,63,0,0,0,0,0,0,0,0
EP1_0033,0,80,58,30,0,0,7,0,0,0,0,0,0,0,0
EP1_0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0035,0,80,80,33,25,0,7,0,0,19,39,0,0,0,40
EP1_0036,0,39,61,2,0,0,7,0,0,0,0,0,0,0,0
EP1_0037,2,80,80,78,80,0,7,0,0,21,0,0,0,0,0
EP1_0038,2,80,80,75,37,0,7,0,0,0,0,0,0,0,0
EP1_0039,0,80,22,9,80,0,7,0,0,1,39,0,0,0,0
EP1_0040,0,80,80,19,0,64,7,0,0,19,0,0,0,0,0
EP1_0041,0,80,80,2,80,0,7,0,0,0,0,0,0,0,0
EP1_0042,0,69,80,37,0,0,7,0,0,1,0,0,0,0,0
EP1_0043,0,33,50,79,80,76,7,0,0,0,0,0,0,0,0
EP1_0044,80,80,80,35,80,0,80,0,0,1,80,0,0,0,0
EP1_0045,0,65,66,19,0,0,80,0,0,13,0,0,0,0,0
EP1_0046,1,34,36,30,43,0,7,0,0,0,0,0,0,0,0
EP1_0047,0,80,80,34,80,0,7,0,0,0,0,0,0,0,0
EP1_0048,0,80,80,0,0,0,7,0,0,1,0,0,0,0,0
EP1_0049,38,67,63,6,0,0,7,0,0,0,0,0,0,0,0
FP1_0000,0,0,80,18,25,0,0,0,0,1,0,0,0,0,0
FP1_0001,0,0,80,19,80,0,0,0,0,20,80,0,0,0,0
FP1_0002,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0
FP1_0003,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0
FP1_0004,0,0,80,9,0,0,0,0,0,0,0,0,0,0,0
FP1_0005,79,0,80,57,80,0,0,80,0,0,80,0,0,0,0
FP1_0006,0,0,22,19,80,12,0,0,0,0,8,0,0,0,0
FP1_0007,0,0,80,2,80,0,0,0,0,0,0,0,0,0,0
FP1_0008,0,0,80,12,80,0,0,0,0,13,49,0,0,0,0
FP1_0009,0,80,80,28,0,0,7,0,0,0,0,0,0,0,0
FP1_0010,0,0,80,7,12,0,0,0,0,0,80,0,0,0,0
FP1_0011,0,0,80,13,0,0,0,0,0,0,41,0,0,0,0
FP1_0012,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0013,0,0,80,13,0,0,0,0,0,0,0,0,0,0,0
FP1_0014,0,0,63,13,25,0,0,0,0,0,0,0,0,0,0
FP1_0015,0,32,58,15,43,0,0,0,0,0,0,0,0,0,0
FP1_0016,0,0,80,11,25,0,0,0,0,0,0,0,0,0,0
FP1_0017,0,0,39,32,0,0,0,0,0,19,0,0,0,0,0
FP1_0018,0,0,80,29,80,0,0,0,0,0,0,0,0,0,0
FP1_0019,0,0,58,0,25,0,0,0,0,21,0,0,0,0,0
FP1_0020,0,0,80,15,80,0,0,0,0,0,0,0,0,0,0
FP1_0021,0,0,80,11,25,0,0,0,0,39,0,0,0,0,0
FP1_0022,0,0,36,30,80,0,0,0,0,0,0,0,0,0,0
FP1_0023,0,0,66,19,0,0,0,0,0,1,0,0,0,0,0
FP1_0024,0,0,80,0,80,0,0,0,0,0,49,0,0,80,0
FP1_0025,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0026,0,0,80,11,25,0,0,0,0,0,0,0,0,0,0
FP1_0027,0,0,72,10,0,0,0,0,0,0,0,0,0,0,0
FP1_0028,0,0,8,0,80,0,0,0,0,1,80,0,0,0,0
FP1_0029,0,0,0,32,0,0,0,0,0,13,0,0,0,80,0
FP1_0030,0,0,80,14,0,0,0,0,0,0,39,0,0,0,0
FP1_0031,0,0,80,14,25,0,0,0,0,20,0,0,0,0,0
FP1_0032,0,0,80,19,43,0,0,0,0,1,0,0,0,0,0
FP1_0033,0,0,80,18,80,0,0,0,0,0,0,0,0,0,0
FP1_0034,29,0,63,30,25,0,0,0,0,1,0,0,0,0,0
FP1_0035,0,0,61,3,80,0,0,0,0,19,80,0,0,0,0
FP1_0036,0,0,49,6,0,0,0,0,0,0,0,0,0,0,0
FP1_0037,0,0,80,15,80,0,0,0,0,0,0,0,0,0,0
FP1_0038,0,0,58,4,80,0,0,0,0,0,80,0,0,0,0
FP1_0039,0,0,80,32,0,0,0,0,0,0,0,0,0,0,0
FP1_0040,0,0,58,4,0,0,0,0,0,19,0,0,0,0,0
FP1_0041,0,0,58,0,80,0,0,0,0,0,39,0,0,0,0
FP1_0042,0,0,66,15,80,0,0,0,0,0,0,0,0,0,0
FP1_0043,0,0,66,34,80,0,0,0,0,40,0,0,0,0,0
FP1_0044,0,0,61,0,80,0,0,0,0,80,0,0,0,0,0
FP1_0045,0,0,80,25,25,0,0,0,0,19,0,0,0,0,0
FP1_0046,0,0,80,35,80,0,0,0,0,1,0,0,0,0,0
FP1_0047,0,0,80,15,80,0,0,0,0,20,0,0,0,0,0
FP1_0048,0,0,80,34,0,18,0,0,0,0,0,0,0,0,0
FP1_0049,0,0,80,33,0,12,0,0,0,0,0,0,0,0,0
HP1_0000,0,0,80,76,80,0,0,0,0,0,80,0,0,0,0
HP1_0001,2,0,0,80,80,0,0,0,0,0,49,0,0,0,0
HP1_0002,2,0,36,69,80,0,0,0,0,0,0,0,0,0,0
HP1_0003,29,0,0,57,80,0,7,0,0,0,0,0,0,0,0
HP1_0004,22,0,0,58,80,0,0,0,17,0,49,0,61,0,0
HP1_0005,0,0,0,76,80,0,7,0,0,0,8,0,0,0,0
HP1_0006,5,0,80,75,80,80,0,0,0,0,0,0,0,0,11
HP1_0007,0,0,0,25,80,0,0,0,0,0,0,0,0,0,0
HP1_0008,78,0,36,59,80,0,0,0,0,0,0,0,0,0,0
HP1_0009,31,0,0,22,80,0,0,0,17,0,49,0,0,0,0
HP1_0010,3,0,0,79,80,0,0,0,0,12,0,0,0,0,0
HP1_0011,2,0,58,76,80,0,0,0,0,0,0,0,0,0,0
HP1_0012,14,0,0,75,80,0,0,0,0,0,0,0,0,0,0
HP1_0013,2,0,0,58,80,0,0,0,0,0,0,0,0,0,0
HP1_0014,44,0,0,57,80,0,0,0,17,0,49,0,0,0,0
HP1_0015,7,0,0,53,80,0,0,0,0,0,49,0,0,0,0
HP1_0016,2,0,0,79,80,0,0,0,0,0,0,0,0,0,0
HP1_0017,2,0,0,77,55,0,7,0,0,0,0,0,0,0,0
HP1_0018,3,0,0,79,80,0,0,63,0,0,0,34,0,0,0
HP1_0019,22,0,0,79,80,0,0,0,17,0,49,0,11,0,0
HP1_0020,56,0,0,59,80,0,0,0,0,0,0,0,0,0,0
HP1_0021,24,0,0,79,80,80,0,0,17,0,49,0,0,0,0
HP1_0022,2,0,0,53,80,0,0,0,0,0,0,0,0,0,0
HP1_0023,2,0,0,57,80,0,7,0,0,0,0,0,0,0,0
HP1_0024,0,0,0,78,80,0,7,0,0,18,0,0,0,0,0
HP1_0025,0,0,0,55,80,0,0,0,0,0,0,0,0,0,0
HP1_0026,24,0,0,51,80,0,0,0,0,0,0,0,0,0,0
HP1_0027,2,0,0,79,80,0,0,0,0,0,0,0,0,0,0
HP1_0028,52,0,0,75,80,26,0,0,17,0,49,0,0,0,0
HP1_0029,2,0,0,77,80,0,0,0,7,0,49,0,0,0,0
HP1_0030,2,0,0,75,80,0,0,0,0,0,0,0,0,0,0
HP1_0031,2,0,0,50,80,0,0,0,0,0,0,0,0,0,0
HP1_0032,2,0,36,79,80,25,0,0,0,0,0,0,0,0,0
HP1_0033,0,10,0,71,80,0,7,0,0,0,0,0,0,0,0
HP1_0034,2,0,0,75,0,0,7,0,0,0,0,0,0,0,0
HP1_0035,2,0,80,58,0,0,0,0,0,30,0,0,0,0,0
HP1_0036,0,0,0,79,80,0,0,0,17,17,49,0,0,0,0
HP1_0037,2,0,0,56,80,0,0,0,0,0,0,0,0,0,0
HP1_0038,6,0,0,78,0,0,0,0,0,0,49,0,0,0,0
HP1_0039,2,0,0,54,25,0,0,0,0,0,0,0,0,0,0
HP1_0040,78,0,0,76,80,0,80,0,52,0,49,0,0,0,0
HP1_0041,2,0,0,66,80,0,0,0,0,0,0,0,0,0,0
HP1_0042,26,0,0,58,80,43,0,0,0,0,0,0,0,0,0
HP1_0043,0,0,0,35,80,0,0,0,0,0,0,0,0,0,0
HP1_0044,0,0,0,57,43,0,0,0,0,11,0,0,0,0,0
HP1_0045,2,0,49,41,68,0,0,0,0,0,0,0,0,0,0
HP1_0046,79,0,0,34,80,0,0,0,17,0,8,0,0,0,0
HP1_0047,28,0,0,40,80,0,0,0,0,0,0,80,0,0,0
HP1_0048,2,0,0,79,80,0,0,0,0,0,0,0,0,0,0
HP1_0049,2,0,0,57,80,0,0,0,0,0,0,0,0,0,0
IP1_0000,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0005,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0006,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0007,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0008,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0009,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0012,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0013,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0014,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0015,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0016,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0017,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0018,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0019,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0020,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0021,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0022,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0024,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0025,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0026,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0027,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0028,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0029,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
IP1_0030,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0031,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0032,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0033,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0034,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0035,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0036,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0037,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0038,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0039,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0040,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0041,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0042,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0043,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0044,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0045,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0046,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0047,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0048,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,2,0,0,7,80,80,0,0,0,80,0,0,0,0,0
KP1_0001,0,0,0,1,0,47,0,0,0,0,0,0,0,0,0
KP1_0002,0,0,0,18,0,76,0,0,0,0,0,0,0,0,0
KP1_0003,0,0,0,0,80,80,0,0,0,0,80,0,0,0,0
KP1_0004,0,0,0,0,80,0,0,0,0,67,0,0,0,0,0
KP1_0005,28,0,0,3,80,80,0,0,22,19,80,80,0,0,0
KP1_0006,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0
KP1_0007,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
KP1_0008,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
KP1_0009,2,0,41,43,80,76,0,0,0,0,0,0,0,0,0
KP1_0010,0,0,0,33,68,76,0,0,0,0,49,0,0,0,0
KP1_0011,0,0,0,0,80,76,0,0,0,0,49,0,0,0,0
KP1_0012,0,0,0,9,0,43,0,0,0,0,0,0,0,0,0
KP1_0013,23,0,0,0,80,51,0,0,0,0,0,0,0,0,0
KP1_0014,0,0,0,3,25,76,0,0,0,0,0,0,0,0,0
KP1_0015,0,0,0,0,80,60,0,0,0,0,0,57,0,0,0
KP1_0016,5,0,0,7,80,68,0,14,0,0,0,0,0,0,0
KP1_0017,0,0,19,3,80,64,0,0,0,51,0,0,0,0,25
KP1_0018,0,0,0,2,25,76,7,0,0,0,49,0,0,80,0
KP1_0019,0,0,0,24,0,76,80,0,0,0,0,0,0,0,0
KP1_0020,23,0,0,0,80,76,0,0,0,67,0,0,0,0,0
KP1_0021,5,0,0,3,80,62,0,0,0,0,0,0,0,0,0
KP1_0022,0,0,72,7,80,80,0,0,0,21,80,0,0,0,0
KP1_0023,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0
KP1_0024,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
KP1_0025,0,0,0,33,25,58,0,0,0,0,8,0,0,0,0
KP1_0026,18,0,0,0,0,80,0,0,17,0,0,0,0,0,0
KP1_0027,0,0,0,3,43,76,80,0,0,0,0,0,0,0,0
KP1_0028,5,0,19,6,80,80,0,0,0,32,0,0,0,0,0
KP1_0029,0,0,36,3,80,76,0,0,0,0,80,0,0,0,0
KP1_0030,17,0,0,14,80,80,0,0,17,0,49,0,0,0,0
KP1_0031,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
KP1_0032,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
KP1_0033,0,0,0,3,0,76,0,0,0,0,0,0,0,0,0
KP1_0034,0,0,0,20,80,58,0,0,0,0,49,0,0,0,0
KP1_0035,0,0,0,28,80,76,0,0,0,0,49,0,0,0,0
KP1_0036,0,0,0,6,80,56,0,0,0,0,0,0,0,0,0
KP1_0037,2,0,0,3,80,64,0,0,0,0,0,0,0,0,0
KP1_0038,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
KP1_0039,6,0,0,3,80,58,0,0,0,0,0,0,0,0,0
KP1_0040,23,0,0,15,80,12,0,0,0,79,0,0,0,0,0
KP1_0041,0,10,0,0,25,76,7,0,0,20,0,0,0,0,0
KP1_0042,0,0,0,3,80,80,0,0,0,0,0,0,0,0,0
KP1_0043,0,0,0,0,0,64,7,0,0,0,0,0,0,0,0
KP1_0044,0,0,0,3,0,56,7,0,0,0,0,0,0,0,0
KP1_0045,0,0,0,15,0,31,80,0,0,0,0,0,0,0,0
KP1_0046,0,0,0,24,55,12,0,0,0,0,0,0,0,80,0
KP1_0047,0,0,0,0,68,64,0,0,0,0,0,0,0,0,0
KP1_0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0049,0,0,0,0,80,76,7,0,0,0,0,0,0,0,0
LP1_0000,23,0,0,0,43,0,80,0,0,0,0,0,0,0,0
LP1_0001,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0002,0,0,0,0,25,0,7,0,0,0,0,0,0,0,0
LP1_0003,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0004,0,0,0,0,80,0,7,0,0,0,0,0,0,0,0
LP1_0005,0,0,0,0,43,0,7,0,0,0,0,0,0,0,0
LP1_0006,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LP1_0007,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0008,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LP1_0009,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
LP1_0010,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0011,23,0,0,0,68,0,17,0,0,0,0,0,0,0,0
LP1_0012,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0013,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0014,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LP1_0015,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0016,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0017,11,0,0,0,80,0,7,0,0,0,0,0,0,0,0
LP1_0018,28,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0019,28,0,0,0,25,0,80,0,0,0,0,0,0,0,0
LP1_0020,25,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0021,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0022,0,15,0,0,25,0,7,0,0,0,0,0,0,0,0
LP1_0023,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0024,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LP1_0025,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
