,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
AP1_0000,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0001,80,0,0,0,0,0,57,0,0,0,0,0,0,0,0
AP1_0002,7,0,0,0,80,0,0,0,0,0,39,0,0,0,0
AP1_0003,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0004,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0005,80,0,0,0,80,0,80,0,0,0,0,0,0,0,0
AP1_0006,32,0,0,0,56,0,0,0,0,0,0,0,0,0,0
AP1_0007,79,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0008,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0009,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0010,52,0,0,0,56,0,0,0,0,0,0,0,0,0,0
AP1_0011,65,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0012,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0013,70,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0014,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0015,6,0,0,0,80,0,0,0,0,0,49,0,0,0,0
AP1_0016,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0
AP1_0017,79,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0018,57,0,0,0,80,0,9,0,0,0,0,0,0,0,0
AP1_0019,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0020,64,0,0,0,80,20,0,0,0,0,0,0,0,0,0
AP1_0021,80,0,0,0,80,0,80,0,0,0,0,0,0,0,0
AP1_0022,71,0,0,0,0,0,9,0,0,0,0,0,0,0,0
AP1_0023,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0024,39,0,0,0,24,0,0,0,0,0,0,0,0,0,0
AP1_0025,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0026,24,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0027,39,0,0,0,80,0,0,0,0,0,39,0,0,0,0
AP1_0028,79,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0029,66,0,0,0,67,0,0,0,0,0,0,0,0,0,0
AP1_0030,63,0,0,0,13,0,0,0,0,0,0,0,0,0,0
AP1_0031,56,0,0,0,80,0,0,0,0,0,10,0,0,0,0
AP1_0032,80,0,0,0,80,40,23,0,0,0,0,0,0,0,0
AP1_0033,46,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0034,79,0,0,0,80,0,23,0,0,0,0,0,0,0,0
AP1_0035,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0036,79,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0037,79,0,0,0,37,0,0,0,0,0,0,0,0,0,0
AP1_0038,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0039,79,0,0,0,80,0,23,0,0,6,0,0,0,0,0
AP1_0040,79,0,0,0,56,0,0,0,0,0,0,0,0,0,0
AP1_0041,78,0,46,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0042,61,0,0,0,56,0,0,0,0,0,0,0,0,0,0
AP1_0043,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0044,66,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0045,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0046,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0047,61,0,0,0,0,20,0,0,0,0,0,0,0,0,0
AP1_0048,25,0,0,13,43,0,80,0,0,0,0,0,0,0,0
AP1_0049,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
EP1_0000,0,58,56,0,80,0,9,0,0,37,0,0,0,0,0
EP1_0001,0,58,46,0,0,0,9,0,0,0,0,0,0,0,0
EP1_0002,0,80,80,0,43,0,9,0,0,64,0,0,0,0,0
EP1_0003,0,80,80,0,80,0,9,0,0,6,0,0,0,0,0
EP1_0004,0,80,80,0,0,0,9,0,0,16,0,0,0,0,0
EP1_0005,40,58,58,0,80,80,80,0,0,0,0,0,0,0,0
EP1_0006,0,58,46,20,56,0,9,0,0,12,0,0,0,0,0
EP1_0007,40,80,80,0,80,0,9,0,0,12,80,0,80,0,61
EP1_0008,0,58,56,0,80,80,9,0,0,38,0,0,0,0,0
EP1_0009,0,80,80,0,0,80,9,0,0,0,0,0,0,0,0
EP1_0010,24,68,80,0,80,0,9,0,0,6,0,0,0,0,0
EP1_0011,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0
EP1_0012,70,56,56,0,80,0,80,0,0,6,0,0,0,0,0
EP1_0013,0,46,80,22,80,0,65,0,0,0,80,0,0,0,12
EP1_0014,39,80,80,0,80,0,80,0,0,0,41,0,80,0,65
EP1_0015,0,80,80,0,80,0,9,0,0,0,0,0,0,0,0
EP1_0016,0,80,80,0,80,0,9,0,0,34,49,0,0,0,0
EP1_0017,0,80,80,0,80,0,9,0,0,34,80,0,0,0,14
EP1_0018,23,80,80,0,80,0,9,0,0,6,0,0,0,0,0
EP1_0019,0,56,56,0,0,0,9,0,0,0,0,0,0,0,0
EP1_0020,0,0,0,0,80,0,9,0,0,0,0,0,0,0,0
EP1_0021,0,44,80,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0022,0,80,80,0,80,0,9,0,0,6,0,0,0,32,0
EP1_0023,0,34,41,0,0,0,9,0,0,0,0,0,0,0,40
