,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
AP1_0000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0001,33,0,0,0,0,0,57,0,0,0,0,0,0,0,0
AP1_0002,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0003,22,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0004,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0005,33,0,0,0,80,0,80,0,0,0,0,0,0,0,0
AP1_0006,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
AP1_0007,33,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0009,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0010,14,0,0,0,57,0,0,0,0,0,0,0,0,0,0
AP1_0011,47,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0012,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0013,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0014,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0015,0,0,0,0,80,0,0,0,0,0,0,0,22,0,0
AP1_0016,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0017,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0018,39,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0019,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0020,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0021,33,0,0,0,80,0,80,0,0,0,0,0,0,0,0
AP1_0022,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0023,22,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0024,14,0,0,0,23,0,0,0,0,0,0,0,0,0,0
AP1_0025,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0026,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0027,39,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0028,72,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0029,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
AP1_0030,53,0,0,0,16,0,0,0,0,0,0,0,0,0,0
AP1_0031,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0032,33,0,0,0,80,0,23,0,0,0,0,0,0,0,0
AP1_0033,19,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0034,22,0,0,0,80,0,23,0,0,0,0,0,0,0,0
AP1_0035,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0036,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0037,14,0,0,0,39,0,0,0,0,0,0,0,0,0,0
AP1_0038,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0039,33,0,0,0,80,0,23,0,0,0,0,0,0,0,0
AP1_0040,72,0,0,0,57,0,0,0,0,0,28,0,0,0,0
AP1_0041,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0042,14,0,0,0,57,0,0,0,0,0,0,0,0,0,0
AP1_0043,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0044,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0046,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0047,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0048,0,0,0,9,41,0,80,0,0,0,0,0,0,0,0
AP1_0049,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
EP1_0000,0,11,21,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0001,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0002,0,48,29,14,41,0,0,0,0,0,0,0,0,0,0
EP1_0003,0,11,29,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0004,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0005,14,11,21,0,80,9,80,0,0,0,0,0,0,0,0
EP1_0006,0,0,8,1,57,0,0,0,0,0,0,0,0,0,0
EP1_0007,14,42,29,0,80,0,0,0,0,0,80,0,39,0,0
EP1_0008,0,14,21,0,80,33,0,0,0,0,0,0,0,0,0
EP1_0009,0,11,29,0,0,13,0,0,0,0,0,0,0,0,0
EP1_0010,0,48,29,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0012,33,11,21,0,80,0,80,0,0,0,0,0,0,0,0
EP1_0013,0,42,0,0,80,0,63,0,0,0,80,0,0,0,0
EP1_0014,14,42,29,0,80,0,80,0,0,0,52,0,59,0,0
EP1_0015,0,40,21,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0016,0,14,29,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0017,0,17,29,0,80,0,0,0,0,47,80,0,0,0,0
EP1_0018,0,40,62,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0019,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0020,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0021,0,11,62,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0022,0,23,29,0,80,0,0,0,0,0,0,0,0,27,0
EP1_0023,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0024,0,48,29,17,57,0,0,0,0,0,0,0,0,0,0
EP1_0025,0,25,29,35,80,0,0,0,0,0,0,0,0,0,0
EP1_0026,72,14,0,0,80,0,80,0,0,0,0,0,0,0,0
EP1_0027,0,11,62,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0028,0,42,29,0,0,0,0,0,0,0,80,0,22,0,0
EP1_0029,0,0,41,0,0,33,0,0,0,0,0,0,0,0,0
EP1_0030,0,26,26,0,57,0,0,0,0,0,0,0,0,0,0
EP1_0031,14,31,29,0,80,0,80,0,0,0,80,0,59,0,0
EP1_0032,14,37,8,0,0,0,63,0,0,0,0,0,0,0,0
EP1_0033,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0035,0,25,29,0,23,0,0,0,0,0,46,0,0,0,0
EP1_0036,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0037,0,40,54,24,80,0,0,0,0,0,0,0,0,0,0
EP1_0038,0,14,29,24,39,0,0,0,0,0,0,0,0,0,0
EP1_0039,0,17,8,0,80,0,0,0,0,0,52,0,0,0,0
EP1_0040,0,38,29,0,0,20,0,0,0,0,0,0,0,0,0
EP1_0041,0,25,29,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0042,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0043,0,14,62,55,80,20,0,0,0,0,0,0,0,0,0
EP1_0044,33,42,29,0,80,0,80,0,0,0,80,0,0,0,0
EP1_0045,0,11,21,0,0,0,80,0,0,0,0,0,0,0,0
EP1_0046,0,11,21,0,41,0,0,0,0,0,0,0,0,0,0
EP1_0047,0,25,29,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0048,0,26,72,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0049,14,15,8,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0000,0,0,29,14,23,0,0,0,0,0,0,0,0,0,0
FP1_0001,0,0,62,14,80,0,0,0,0,0,80,0,0,0,0
FP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0004,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0005,14,0,29,5,80,0,0,26,0,0,80,0,0,0,0
FP1_0006,0,0,8,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0007,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0008,0,0,29,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0009,0,14,29,14,0,0,0,0,0,0,0,0,0,0,0
FP1_0010,0,0,8,0,16,0,0,0,0,0,80,0,0,0,0
FP1_0011,0,0,29,0,0,0,0,0,0,0,34,0,0,0,0
FP1_0012,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0013,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0014,0,0,33,0,23,0,0,0,0,0,0,0,0,0,0
FP1_0015,0,25,54,0,41,0,0,0,0,0,0,0,0,0,0
FP1_0016,0,0,29,0,23,0,0,0,0,0,0,0,0,0,0
FP1_0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0018,0,0,29,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0019,0,0,54,0,23,0,0,0,0,30,0,0,0,0,0
FP1_0020,0,0,29,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0021,0,0,29,0,23,0,0,0,0,0,0,0,0,0,0
FP1_0022,0,0,21,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0023,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0024,0,0,62,0,80,0,0,0,0,0,0,0,0,57,0
FP1_0025,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0026,0,0,80,0,23,0,0,0,0,0,0,0,0,0,0
FP1_0027,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0028,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0
FP1_0029,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
FP1_0030,0,0,41,0,0,0,0,0,0,0,52,0,0,0,0
FP1_0031,0,0,29,0,23,0,0,0,0,0,0,0,0,0,0
FP1_0032,0,0,62,0,41,0,0,0,0,0,0,0,0,27,0
FP1_0033,0,0,62,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0034,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0
FP1_0035,0,0,62,0,80,0,0,0,0,0,80,0,0,0,0
FP1_0036,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0037,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0038,0,0,21,0,80,0,0,0,0,0,46,0,0,0,0
FP1_0039,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0040,0,0,54,0,0,0,0,0,0,27,0,0,0,0,0
FP1_0041,0,0,8,0,80,0,0,0,0,0,52,0,0,0,0
FP1_0042,0,0,29,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0043,0,0,29,0,80,0,0,0,0,30,0,0,0,0,0
FP1_0044,0,0,29,0,80,0,0,0,0,30,0,0,0,0,0
FP1_0045,0,0,62,0,23,0,0,0,0,27,0,0,0,0,0
FP1_0046,0,0,62,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0047,0,0,29,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0048,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0049,0,0,29,0,0,19,0,0,0,0,0,0,0,0,0
HP1_0000,0,0,29,2,80,0,0,0,0,0,80,0,0,0,0
HP1_0001,0,0,0,24,80,0,0,0,0,0,0,0,0,0,0
HP1_0002,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
HP1_0003,0,0,0,55,80,0,0,0,0,0,0,0,0,0,0
HP1_0004,0,0,0,24,80,0,0,0,0,0,0,0,3,0,0
HP1_0005,0,0,0,32,80,0,0,0,0,0,0,0,0,0,0
HP1_0006,0,0,29,7,80,61,0,0,0,0,0,0,0,0,28
HP1_0007,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
HP1_0008,14,0,0,24,80,0,0,0,0,0,6,0,0,0,0
HP1_0009,0,0,0,6,80,0,0,0,0,0,0,0,0,0,0
HP1_0010,0,0,0,46,80,0,0,0,0,0,0,0,0,0,0
HP1_0011,0,0,0,9,80,0,0,0,0,0,0,0,0,0,0
HP1_0012,0,0,0,15,80,0,0,0,0,0,0,0,0,0,0
HP1_0013,0,0,0,24,80,0,0,0,0,0,0,0,0,0,0
HP1_0014,0,0,0,11,80,0,0,0,0,0,0,0,0,0,0
HP1_0015,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0
HP1_0016,0,0,0,16,80,0,0,0,0,0,0,0,0,0,0
HP1_0017,0,0,0,24,57,0,0,0,0,0,0,0,0,0,0
HP1_0018,0,0,0,45,80,0,0,0,0,0,0,0,0,0,0
HP1_0019,0,0,0,11,80,0,0,0,0,0,0,0,3,0,0
HP1_0020,14,0,0,15,80,0,0,0,0,0,0,0,0,0,0
HP1_0021,14,0,0,30,80,47,0,0,0,0,34,0,0,0,0
HP1_0022,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0
HP1_0023,0,0,0,55,80,0,0,0,0,0,0,0,0,0,0
HP1_0024,0,0,0,29,80,0,0,0,0,0,0,0,0,0,0
HP1_0025,0,0,0,29,80,0,0,0,0,0,0,0,0,0,0
HP1_0026,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0
HP1_0027,0,0,21,25,80,0,0,0,0,0,0,0,0,0,0
HP1_0028,0,0,0,15,80,0,0,0,0,0,0,0,0,0,0
HP1_0029,0,0,0,30,80,0,0,0,0,0,0,0,0,0,0
HP1_0030,0,0,0,30,80,0,0,0,0,0,0,0,0,0,0
HP1_0031,0,0,0,14,80,0,0,0,0,0,0,0,0,0,0
HP1_0032,0,0,29,26,80,0,0,0,0,0,0,0,0,0,0
